locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAICOJHJ_01108	CDS	162				hypothetical protein
CAICOJHJ_01109	CDS	210	mchI			Microcin H47 immunity protein MchI
CAICOJHJ_01110	CDS	294	mchB			Microcin H47
CAICOJHJ_01111	CDS	1551				hypothetical protein
CAICOJHJ_01112	CDS	453				hypothetical protein
CAICOJHJ_01113	CDS	1275	cvaA		COG0845	Colicin V secretion protein CvaA
CAICOJHJ_01114	CDS	2097	ltxB	3.6.3.43	COG2274	Leukotoxin export ATP-binding protein LtxB
CAICOJHJ_01115	CDS	222				hypothetical protein
CAICOJHJ_01116	CDS	687				hypothetical protein
CAICOJHJ_01117	CDS	459				hypothetical protein
CAICOJHJ_01118	CDS	192				hypothetical protein
CAICOJHJ_01119	CDS	513				hypothetical protein
CAICOJHJ_01120	CDS	570				hypothetical protein
CAICOJHJ_01121	CDS	222				P fimbrial regulatory protein KS71A
CAICOJHJ_01122	CDS	330	papB_2			Major pilu subunit operon regulatory protein PapB
CAICOJHJ_01123	CDS	93				hypothetical protein
CAICOJHJ_01124	CDS	543	sfaA			S-fimbrial protein subunit SfaA
CAICOJHJ_01125	CDS	447	lpfA_1			putative major fimbrial subunit LpfA
CAICOJHJ_01126	CDS	696	focC_1			Chaperone protein FocC
CAICOJHJ_01127	CDS	2631	fimD_1		COG3188	Outer membrane usher protein FimD
CAICOJHJ_01128	CDS	528	sfaG			S-fimbrial protein subunit SfaG
CAICOJHJ_01129	CDS	504	sfaS			S-fimbrial adhesin protein SfaS
CAICOJHJ_01130	CDS	1011	sfaH			S-fimbrial protein subunit SfaH
CAICOJHJ_01131	CDS	741	ydiV_1			Anti-FlhC(2)FlhD(4) factor YdiV
CAICOJHJ_01132	CDS	501	mprA_2		COG1846	Transcriptional repressor MprA
CAICOJHJ_01133	CDS	1026				hypothetical protein
CAICOJHJ_01134	CDS	2178	fepA_2		COG4771	Ferrienterobactin receptor
CAICOJHJ_01135	CDS	957	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
CAICOJHJ_01136	CDS	1230	fes_2		COG2382	Enterochelin esterase
CAICOJHJ_01137	CDS	3660		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
CAICOJHJ_01138	CDS	1116	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
CAICOJHJ_01139	CDS	459				hypothetical protein
CAICOJHJ_01140	CDS	318				hypothetical protein
CAICOJHJ_01141	CDS	285				hypothetical protein
CAICOJHJ_01142	tRNA	77				tRNA-Arg(tct)
CAICOJHJ_01143	CDS	117				hypothetical protein
CAICOJHJ_01144	CDS	345	tnpA_1	3.1.-.-		Transposase for transposon Tn5
CAICOJHJ_01145	CDS	366	tnpA_2	3.1.-.-		Transposase for transposon Tn5
CAICOJHJ_01146	CDS	888				hypothetical protein
CAICOJHJ_01147	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
CAICOJHJ_01148	CDS	441	tnpA_3	3.1.-.-		Transposase for transposon Tn5
CAICOJHJ_01149	CDS	1971	hemR_1		COG1629	Hemin receptor
CAICOJHJ_01150	CDS	792			COG5266	putative protein
CAICOJHJ_01151	CDS	1263	yciC		COG0523	Putative metal chaperone YciC
CAICOJHJ_01152	CDS	183				hypothetical protein
CAICOJHJ_01153	CDS	1137	esiB_1			Secretory immunoglobulin A-binding protein EsiB
CAICOJHJ_01154	CDS	543				hypothetical protein
CAICOJHJ_01155	CDS	234				hypothetical protein
CAICOJHJ_01156	CDS	297				hypothetical protein
CAICOJHJ_01157	CDS	873	era_1		COG1159	GTPase Era
CAICOJHJ_01158	CDS	3120	flu_1		COG3468	Antigen 43
CAICOJHJ_01159	CDS	2517	yeeR_1			Inner membrane protein YeeR
CAICOJHJ_01160	CDS	456				hypothetical protein
CAICOJHJ_01161	CDS	822				hypothetical protein
CAICOJHJ_01162	CDS	147				hypothetical protein
CAICOJHJ_01163	CDS	474	klcA_2			Antirestriction protein KlcA
CAICOJHJ_01164	CDS	477				hypothetical protein
CAICOJHJ_01165	CDS	1500				hypothetical protein
CAICOJHJ_01166	CDS	756				Insertion sequence IS5376 putative ATP-binding protein
CAICOJHJ_01167	CDS	222				hypothetical protein
CAICOJHJ_01168	CDS	645				hypothetical protein
CAICOJHJ_01169	CDS	192	cbeA_2			Cytoskeleton bundling-enhancing antitoxin CbeA
CAICOJHJ_01170	CDS	168	cbeA_3			Cytoskeleton bundling-enhancing antitoxin CbeA
CAICOJHJ_01171	CDS	381	cbtA_2			Cytoskeleton-binding toxin CbtA
CAICOJHJ_01172	CDS	489				hypothetical protein
CAICOJHJ_01173	CDS	198				hypothetical protein
CAICOJHJ_01174	CDS	459				hypothetical protein
CAICOJHJ_01175	CDS	828				hypothetical protein
CAICOJHJ_01176	tRNA	88				tRNA-Ser(gga)
CAICOJHJ_01177	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
CAICOJHJ_01178	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
CAICOJHJ_01179	CDS	555	ycdY		COG3381	Chaperone protein YcdY
CAICOJHJ_01180	CDS	522	ycdZ			Inner membrane protein YcdZ
CAICOJHJ_01181	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
CAICOJHJ_01182	CDS	417	csgF			Curli production assembly/transport component CsgF
CAICOJHJ_01183	CDS	390	csgE			Curli production assembly/transport component CsgE
CAICOJHJ_01184	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
CAICOJHJ_01185	CDS	456	csgB			Minor curlin subunit
CAICOJHJ_01186	CDS	459	csgA			Major curlin subunit
CAICOJHJ_01187	CDS	333	csgC			Curli assembly protein CsgC
CAICOJHJ_01188	CDS	312	ymdA			putative protein YmdA
CAICOJHJ_01189	CDS	534	ymdB	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
CAICOJHJ_01190	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
CAICOJHJ_01191	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
CAICOJHJ_01192	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
CAICOJHJ_01193	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
CAICOJHJ_01194	CDS	228				hypothetical protein
CAICOJHJ_01195	CDS	375				hypothetical protein
CAICOJHJ_01196	CDS	1227	yjhB			Putative metabolite transport protein YjhB
CAICOJHJ_01197	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
CAICOJHJ_01198	CDS	1053				hypothetical protein
CAICOJHJ_01199	CDS	576	yceI		COG2353	Protein YceI
CAICOJHJ_01200	CDS	567	yceJ		COG3038	Cytochrome b561 
CAICOJHJ_01201	CDS	111	yceO			putative protein YceO
CAICOJHJ_01202	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
CAICOJHJ_01203	CDS	255	bssS			Biofilm regulator BssS
CAICOJHJ_01204	CDS	246	dinI_2			DNA damage-inducible protein I
CAICOJHJ_01205	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
CAICOJHJ_01206	CDS	561	yceB			putative lipoprotein YceB
CAICOJHJ_01207	CDS	648	grxB		COG2999	Glutaredoxin 2
CAICOJHJ_01208	CDS	1209	mdtH			Multidrug resistance protein MdtH
CAICOJHJ_01209	CDS	585	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
CAICOJHJ_01210	CDS	648				hypothetical protein
CAICOJHJ_01211	CDS	366	yceM_1	1.-.-.-	COG0673	Putative oxidoreductase YceM
CAICOJHJ_01212	CDS	444	yceM_2	1.-.-.-	COG0673	Putative oxidoreductase YceM
CAICOJHJ_01213	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
CAICOJHJ_01214	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
CAICOJHJ_01215	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
CAICOJHJ_01216	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
CAICOJHJ_01217	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
CAICOJHJ_01218	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
CAICOJHJ_01219	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
CAICOJHJ_01220	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
CAICOJHJ_01221	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
CAICOJHJ_01222	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
CAICOJHJ_01223	CDS	699	flgH			Flagellar L-ring protein
CAICOJHJ_01224	CDS	1098	flgI			Flagellar P-ring protein
CAICOJHJ_01225	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
CAICOJHJ_01226	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
CAICOJHJ_01227	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
CAICOJHJ_01228	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
CAICOJHJ_01229	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
CAICOJHJ_01230	CDS	585	yceF		COG0424	Maf-like protein YceF
CAICOJHJ_01231	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
CAICOJHJ_01232	CDS	174	rpmF		COG0333	50S ribosomal protein L32
CAICOJHJ_01233	CDS	1041	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
CAICOJHJ_01234	CDS	954	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CAICOJHJ_01235	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
CAICOJHJ_01236	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CAICOJHJ_01237	CDS	237	acpP_2		COG0236	Acyl carrier protein
CAICOJHJ_01238	CDS	1242	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
CAICOJHJ_01239	CDS	783	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
CAICOJHJ_01240	CDS	963	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
CAICOJHJ_01241	CDS	642	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
CAICOJHJ_01242	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
CAICOJHJ_01243	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
CAICOJHJ_01244	CDS	1434	ptsG_1		COG1263	PTS system glucose-specific EIICB component
CAICOJHJ_01245	CDS	2190	fhuE		COG4773	FhuE receptor
CAICOJHJ_01246	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
CAICOJHJ_01247	CDS	354				hypothetical protein
CAICOJHJ_01248	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
CAICOJHJ_01249	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
CAICOJHJ_01250	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
CAICOJHJ_01251	CDS	543				hypothetical protein
CAICOJHJ_01252	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
CAICOJHJ_01253	CDS	540				hypothetical protein
CAICOJHJ_01254	CDS	459				hypothetical protein
CAICOJHJ_01255	CDS	633	comR			HTH-type transcriptional repressor ComR
CAICOJHJ_01256	CDS	258	bhsA_3			Multiple stress resistance protein BhsA
CAICOJHJ_01257	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
CAICOJHJ_01258	CDS	684	mfd_1	3.6.4.-	COG1197	Transcription-repair-coupling factor
CAICOJHJ_01259	CDS	2841	mfd_2	3.6.4.-	COG1197	Transcription-repair-coupling factor
CAICOJHJ_01260	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
CAICOJHJ_01261	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
CAICOJHJ_01262	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
CAICOJHJ_01263	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
CAICOJHJ_01264	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
CAICOJHJ_01265	CDS	822	cobB	3.5.1.-	COG0846	NAD-dependent protein deacylase
CAICOJHJ_01266	CDS	789	ycfZ			Inner membrane protein YcfZ
CAICOJHJ_01267	CDS	462	ymfA			Inner membrane protein YmfA
CAICOJHJ_01268	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
CAICOJHJ_01269	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
CAICOJHJ_01270	CDS	1119				hypothetical protein
CAICOJHJ_01271	CDS	270				hypothetical protein
CAICOJHJ_01272	CDS	2442	recE	3.1.11.-		Exodeoxyribonuclease 8
CAICOJHJ_01273	CDS	192				hypothetical protein
CAICOJHJ_01274	CDS	189				hypothetical protein
CAICOJHJ_01275	CDS	204				hypothetical protein
CAICOJHJ_01276	CDS	219				hypothetical protein
CAICOJHJ_01277	CDS	129	ydfB			putative protein YdfB
CAICOJHJ_01278	CDS	237				hypothetical protein
CAICOJHJ_01279	CDS	420				hypothetical protein
CAICOJHJ_01280	CDS	282				hypothetical protein
CAICOJHJ_01281	CDS	426				hypothetical protein
CAICOJHJ_01282	CDS	1065				hypothetical protein
CAICOJHJ_01283	CDS	423				hypothetical protein
CAICOJHJ_01284	CDS	357				hypothetical protein
CAICOJHJ_01285	CDS	183				hypothetical protein
CAICOJHJ_01286	CDS	177				hypothetical protein
CAICOJHJ_01287	CDS	180				hypothetical protein
CAICOJHJ_01288	CDS	156	hokC_2			Toxic protein HokC
CAICOJHJ_01289	CDS	1050				hypothetical protein
CAICOJHJ_01290	CDS	357	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
CAICOJHJ_01291	CDS	822	dnaJ_2			Chaperone protein DnaJ
CAICOJHJ_01292	CDS	459				hypothetical protein
CAICOJHJ_01293	tRNA	76				tRNA-Met(cat)
CAICOJHJ_01294	tRNA	77				tRNA-Arg(tcg)
CAICOJHJ_01295	tRNA	77				tRNA-Arg(tct)
CAICOJHJ_01296	CDS	336	iraM			Anti-adapter protein IraM
CAICOJHJ_01297	CDS	189				hypothetical protein
CAICOJHJ_01298	CDS	216				hypothetical protein
CAICOJHJ_01299	CDS	345	ydfR_1			putative protein YdfR
CAICOJHJ_01300	CDS	273				hypothetical protein
CAICOJHJ_01301	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
CAICOJHJ_01302	CDS	468				hypothetical protein
CAICOJHJ_01303	CDS	153				hypothetical protein
CAICOJHJ_01304	CDS	525				hypothetical protein
CAICOJHJ_01305	CDS	411	ydfO_1		COG5562	putative protein YdfO
CAICOJHJ_01306	CDS	510				hypothetical protein
CAICOJHJ_01307	CDS	1929				hypothetical protein
CAICOJHJ_01308	CDS	207				hypothetical protein
CAICOJHJ_01309	CDS	1593				hypothetical protein
CAICOJHJ_01310	CDS	1506	sppA_1	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
CAICOJHJ_01311	CDS	348				hypothetical protein
CAICOJHJ_01312	CDS	1029				hypothetical protein
CAICOJHJ_01313	CDS	384				hypothetical protein
CAICOJHJ_01314	CDS	354				hypothetical protein
CAICOJHJ_01315	CDS	534				hypothetical protein
CAICOJHJ_01316	CDS	396				hypothetical protein
CAICOJHJ_01317	CDS	747				hypothetical protein
CAICOJHJ_01318	CDS	432				hypothetical protein
CAICOJHJ_01319	CDS	414				hypothetical protein
CAICOJHJ_01320	CDS	2562				hypothetical protein
CAICOJHJ_01321	CDS	330				hypothetical protein
CAICOJHJ_01322	CDS	699				hypothetical protein
CAICOJHJ_01323	CDS	744				hypothetical protein
CAICOJHJ_01324	CDS	582				hypothetical protein
CAICOJHJ_01325	CDS	3693				hypothetical protein
CAICOJHJ_01326	CDS	600	ompX_2		COG3637	Outer membrane protein X
CAICOJHJ_01327	CDS	2064				hypothetical protein
CAICOJHJ_01328	CDS	279				hypothetical protein
CAICOJHJ_01329	CDS	294				hypothetical protein
CAICOJHJ_01330	CDS	657				hypothetical protein
CAICOJHJ_01331	CDS	267				hypothetical protein
CAICOJHJ_01332	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
CAICOJHJ_01333	CDS	1137	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CAICOJHJ_01334	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
CAICOJHJ_01335	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
CAICOJHJ_01336	CDS	1230	intS_2		COG0582	Prophage integrase IntS
CAICOJHJ_01337	CDS	1287				hypothetical protein
CAICOJHJ_01338	CDS	231				hypothetical protein
CAICOJHJ_01339	CDS	222				hypothetical protein
CAICOJHJ_01340	CDS	270				hypothetical protein
CAICOJHJ_01341	CDS	234				hypothetical protein
CAICOJHJ_01342	CDS	300				hypothetical protein
CAICOJHJ_01343	CDS	1755				hypothetical protein
CAICOJHJ_01344	CDS	258				hypothetical protein
CAICOJHJ_01345	CDS	411	ssb_1		COG0629	Single-stranded DNA-binding protein
CAICOJHJ_01346	CDS	249				hypothetical protein
CAICOJHJ_01347	CDS	207				hypothetical protein
CAICOJHJ_01348	CDS	1056				hypothetical protein
CAICOJHJ_01349	CDS	336				hypothetical protein
CAICOJHJ_01350	CDS	414				hypothetical protein
CAICOJHJ_01351	CDS	435				hypothetical protein
CAICOJHJ_01352	CDS	282				hypothetical protein
CAICOJHJ_01353	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
CAICOJHJ_01354	CDS	672	phoP_1			Transcriptional regulatory protein PhoP
CAICOJHJ_01355	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
CAICOJHJ_01356	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
CAICOJHJ_01357	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
CAICOJHJ_01358	CDS	462	nudJ	3.6.1.-		Phosphatase NudJ
CAICOJHJ_01359	CDS	477	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
CAICOJHJ_01360	CDS	1251	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
CAICOJHJ_01361	CDS	1143				hypothetical protein
CAICOJHJ_01362	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
CAICOJHJ_01363	CDS	888				hypothetical protein
CAICOJHJ_01364	CDS	180				hypothetical protein
CAICOJHJ_01365	CDS	240				hypothetical protein
CAICOJHJ_01366	CDS	285				hypothetical protein
CAICOJHJ_01367	CDS	741				hypothetical protein
CAICOJHJ_01368	CDS	252				hypothetical protein
CAICOJHJ_01369	CDS	534				hypothetical protein
CAICOJHJ_01370	CDS	255				hypothetical protein
CAICOJHJ_01371	CDS	270				hypothetical protein
CAICOJHJ_01372	CDS	756				Insertion sequence IS5376 putative ATP-binding protein
CAICOJHJ_01373	CDS	1500				hypothetical protein
CAICOJHJ_01374	CDS	459				hypothetical protein
CAICOJHJ_01375	CDS	222				hypothetical protein
CAICOJHJ_01376	CDS	192				hypothetical protein
CAICOJHJ_01377	CDS	183				hypothetical protein
CAICOJHJ_01378	CDS	681				hypothetical protein
CAICOJHJ_01379	CDS	786				hypothetical protein
CAICOJHJ_01380	CDS	297				hypothetical protein
CAICOJHJ_01381	CDS	144				hypothetical protein
CAICOJHJ_01382	CDS	165				hypothetical protein
CAICOJHJ_01383	CDS	369				hypothetical protein
CAICOJHJ_01384	CDS	201				hypothetical protein
CAICOJHJ_01385	CDS	582				hypothetical protein
CAICOJHJ_01386	CDS	273				hypothetical protein
CAICOJHJ_01387	CDS	750				hypothetical protein
CAICOJHJ_01388	CDS	558				hypothetical protein
CAICOJHJ_01389	CDS	375			COG1974	putative HTH-type transcriptional regulator
CAICOJHJ_01390	CDS	156				hypothetical protein
CAICOJHJ_01391	CDS	216				hypothetical protein
CAICOJHJ_01392	CDS	297				hypothetical protein
CAICOJHJ_01393	CDS	900				hypothetical protein
CAICOJHJ_01394	CDS	702				hypothetical protein
CAICOJHJ_01395	CDS	291				hypothetical protein
CAICOJHJ_01396	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
CAICOJHJ_01397	CDS	888				hypothetical protein
CAICOJHJ_01398	CDS	441				hypothetical protein
CAICOJHJ_01399	CDS	528				hypothetical protein
CAICOJHJ_01400	CDS	342				hypothetical protein
CAICOJHJ_01401	CDS	363	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
CAICOJHJ_01402	CDS	138	ylcG			putative protein YlcG
CAICOJHJ_01403	CDS	384				hypothetical protein
CAICOJHJ_01404	CDS	1083	ompD_1			Outer membrane porin protein OmpD
CAICOJHJ_01405	CDS	216				hypothetical protein
CAICOJHJ_01406	CDS	498	rrrD_3	3.2.1.17	COG3772	Lysozyme RrrD
CAICOJHJ_01407	CDS	462				hypothetical protein
CAICOJHJ_01408	CDS	294				hypothetical protein
CAICOJHJ_01409	CDS	327	tonB_1		COG0810	Protein TonB
CAICOJHJ_01410	CDS	354				hypothetical protein
CAICOJHJ_01411	CDS	549				hypothetical protein
CAICOJHJ_01412	CDS	1929				hypothetical protein
CAICOJHJ_01413	CDS	207				hypothetical protein
CAICOJHJ_01414	CDS	1593				hypothetical protein
CAICOJHJ_01415	CDS	1506	sppA_2	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
CAICOJHJ_01416	CDS	348				hypothetical protein
CAICOJHJ_01417	CDS	1029				hypothetical protein
CAICOJHJ_01418	CDS	375				hypothetical protein
CAICOJHJ_01419	CDS	354				hypothetical protein
CAICOJHJ_01420	CDS	579				hypothetical protein
CAICOJHJ_01421	CDS	396				hypothetical protein
CAICOJHJ_01422	CDS	135				hypothetical protein
CAICOJHJ_01423	CDS	336				hypothetical protein
CAICOJHJ_01424	CDS	423				hypothetical protein
CAICOJHJ_01425	CDS	435				hypothetical protein
CAICOJHJ_01426	CDS	2562				hypothetical protein
CAICOJHJ_01427	CDS	330				hypothetical protein
CAICOJHJ_01428	CDS	699				hypothetical protein
CAICOJHJ_01429	CDS	600				hypothetical protein
CAICOJHJ_01430	CDS	573				hypothetical protein
CAICOJHJ_01431	CDS	3483				hypothetical protein
CAICOJHJ_01432	CDS	1662				hypothetical protein
CAICOJHJ_01433	CDS	291				hypothetical protein
CAICOJHJ_01434	CDS	279				hypothetical protein
CAICOJHJ_01435	CDS	294				hypothetical protein
CAICOJHJ_01436	CDS	858	mntB_1			Manganese transport system membrane protein MntB
CAICOJHJ_01437	CDS	858	mntB_2			Manganese transport system membrane protein MntB
CAICOJHJ_01438	CDS	828			COG1120	putative ABC transporter ATP-binding protein
CAICOJHJ_01439	CDS	858	hpf_1			Putative metal ABC transporter substrate-binding protein Hpf
CAICOJHJ_01440	CDS	759				hypothetical protein
CAICOJHJ_01441	CDS	156				hypothetical protein
CAICOJHJ_01442	CDS	153	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
CAICOJHJ_01443	CDS	405	ydfO_2		COG5562	putative protein YdfO
CAICOJHJ_01444	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
CAICOJHJ_01445	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
CAICOJHJ_01446	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
CAICOJHJ_01447	CDS	267	ariR			putative two-component-system connector protein AriR
CAICOJHJ_01448	CDS	249	ymgC			putative protein YmgC
CAICOJHJ_01449	CDS	852	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
CAICOJHJ_01450	CDS	180				hypothetical protein
CAICOJHJ_01451	CDS	363				hypothetical protein
CAICOJHJ_01452	CDS	528	icsA_1		COG3468	Outer membrane protein IcsA autotransporter
CAICOJHJ_01453	CDS	330	ymgD			putative protein YmgD
CAICOJHJ_01454	CDS	285				hypothetical protein
CAICOJHJ_01455	CDS	327				putative autotransporter
CAICOJHJ_01456	CDS	267	minE		COG0851	Cell division topological specificity factor
CAICOJHJ_01457	CDS	813	minD		COG2894	Septum site-determining protein MinD
CAICOJHJ_01458	CDS	696	minC		COG0850	Septum site-determining protein MinC
CAICOJHJ_01459	CDS	369				hypothetical protein
CAICOJHJ_01460	CDS	402	pliG			Inhibitor of g-type lysozyme
CAICOJHJ_01461	CDS	294	ycgL		COG3100	Protein YcgL
CAICOJHJ_01462	CDS	660	ycgM		COG0179	putative protein YcgM
CAICOJHJ_01463	CDS	447				hypothetical protein
CAICOJHJ_01464	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
CAICOJHJ_01465	CDS	1269	umuC		COG0389	Protein UmuC
CAICOJHJ_01466	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
CAICOJHJ_01467	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
CAICOJHJ_01468	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
CAICOJHJ_01469	CDS	1533				hypothetical protein
CAICOJHJ_01470	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
CAICOJHJ_01471	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
CAICOJHJ_01472	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
CAICOJHJ_01473	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
CAICOJHJ_01474	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
CAICOJHJ_01475	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
CAICOJHJ_01476	CDS	255				hypothetical protein
CAICOJHJ_01477	CDS	1971	cirA_1		COG4771	Colicin I receptor
CAICOJHJ_01478	CDS	855	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
CAICOJHJ_01479	CDS	813	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
CAICOJHJ_01480	CDS	759			COG1120	putative ABC transporter ATP-binding protein
CAICOJHJ_01481	CDS	981			COG0609	putative ABC transporter permease protein
CAICOJHJ_01482	CDS	1023				hypothetical protein
CAICOJHJ_01483	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
CAICOJHJ_01484	CDS	1419	dhaM	3.5.1.-	COG1080	Protein-lysine deacetylase
CAICOJHJ_01485	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
